class_name,spec_name,level,score,duration_min,dungeon_name,medal
Warrior,Protection,15,422.67163461538,21.52,Priory of the Sacred Flame,silver
Warrior,Protection,15,422.57715384615,21.6,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,422.57715384615,21.6,Priory of the Sacred Flame,silver
Shaman,Restoration,15,422.57715384615,21.6,Priory of the Sacred Flame,silver
DemonHunter,Havoc,15,422.57715384615,21.6,Priory of the Sacred Flame,silver
Paladin,Retribution,15,422.57715384615,21.6,Priory of the Sacred Flame,silver
Shaman,Restoration,15,422.30855769231,21.83,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,422.30855769231,21.83,Priory of the Sacred Flame,silver
Warrior,Protection,15,422.30855769231,21.83,Priory of the Sacred Flame,silver
Priest,Shadow,15,422.30855769231,21.83,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,422.30855769231,21.83,Priory of the Sacred Flame,silver
Shaman,Restoration,15,422.26034615385,21.87,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,422.26034615385,21.87,Priory of the Sacred Flame,silver
Druid,Balance,15,422.26034615385,21.87,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,422.26034615385,21.87,Priory of the Sacred Flame,silver
DemonHunter,Vengeance,15,422.26034615385,21.87,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,422.22567307692,21.9,Priory of the Sacred Flame,silver
Warrior,Protection,15,422.22567307692,21.9,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,422.22567307692,21.9,Priory of the Sacred Flame,silver
Warrior,Fury,15,422.22567307692,21.9,Priory of the Sacred Flame,silver
Monk,Mistweaver,15,422.22567307692,21.9,Priory of the Sacred Flame,silver
Warrior,Protection,15,422.22444230769,21.91,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,422.22444230769,21.91,Priory of the Sacred Flame,silver
Warlock,Destruction,15,422.22444230769,21.91,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,422.22444230769,21.91,Priory of the Sacred Flame,silver
Shaman,Restoration,15,422.22444230769,21.91,Priory of the Sacred Flame,silver
Monk,Windwalker,15,422.11323076923,22.0,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,422.11323076923,22.0,Priory of the Sacred Flame,silver
Priest,Discipline,15,422.11323076923,22.0,Priory of the Sacred Flame,silver
Warrior,Protection,15,422.11323076923,22.0,Priory of the Sacred Flame,silver
Mage,Arcane,15,422.11323076923,22.0,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,422.09109615385,22.02,Priory of the Sacred Flame,silver
Druid,Restoration,15,422.09109615385,22.02,Priory of the Sacred Flame,silver
Paladin,Protection,15,422.09109615385,22.02,Priory of the Sacred Flame,silver
DemonHunter,Havoc,15,422.09109615385,22.02,Priory of the Sacred Flame,silver
Paladin,Retribution,15,422.09109615385,22.02,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,422.05826923077,22.05,Priory of the Sacred Flame,silver
Druid,Guardian,15,422.05826923077,22.05,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,422.05826923077,22.05,Priory of the Sacred Flame,silver
Warrior,Fury,15,422.05826923077,22.05,Priory of the Sacred Flame,silver
Shaman,Restoration,15,422.05826923077,22.05,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,421.98267307692,22.12,Priory of the Sacred Flame,silver
Shaman,Restoration,15,421.98267307692,22.12,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,421.98267307692,22.12,Priory of the Sacred Flame,silver
DemonHunter,Havoc,15,421.98267307692,22.12,Priory of the Sacred Flame,silver
Shaman,Restoration,15,421.94075,22.15,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,421.94075,22.15,Priory of the Sacred Flame,silver
Warrior,Protection,15,421.94075,22.15,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.94075,22.15,Priory of the Sacred Flame,silver
Warrior,Fury,15,421.94075,22.15,Priory of the Sacred Flame,silver
Druid,Restoration,15,421.90680769231,22.18,Priory of the Sacred Flame,silver
Paladin,Retribution,15,421.90680769231,22.18,Priory of the Sacred Flame,silver
Warrior,Protection,15,421.90680769231,22.18,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.90680769231,22.18,Priory of the Sacred Flame,silver
Warrior,Fury,15,421.90680769231,22.18,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.87490384615,22.21,Priory of the Sacred Flame,silver
Warrior,Protection,15,421.87490384615,22.21,Priory of the Sacred Flame,silver
Shaman,Restoration,15,421.87490384615,22.21,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,421.87490384615,22.21,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.87490384615,22.21,Priory of the Sacred Flame,silver
Paladin,Protection,15,421.80611538462,22.27,Priory of the Sacred Flame,silver
DemonHunter,Havoc,15,421.80611538462,22.27,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.80611538462,22.27,Priory of the Sacred Flame,silver
Priest,Holy,15,421.80611538462,22.27,Priory of the Sacred Flame,silver
Warrior,Fury,15,421.80611538462,22.27,Priory of the Sacred Flame,silver
DemonHunter,Havoc,15,421.74086538462,22.32,Priory of the Sacred Flame,silver
Druid,Restoration,15,421.74086538462,22.32,Priory of the Sacred Flame,silver
Paladin,Protection,15,421.74086538462,22.32,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.74086538462,22.32,Priory of the Sacred Flame,silver
Mage,Arcane,15,421.74086538462,22.32,Priory of the Sacred Flame,silver
Paladin,Protection,15,421.71715384615,22.35,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.71715384615,22.35,Priory of the Sacred Flame,silver
Shaman,Restoration,15,421.71715384615,22.35,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,421.71715384615,22.35,Priory of the Sacred Flame,silver
DemonHunter,Havoc,15,421.71715384615,22.35,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.66503846154,22.39,Priory of the Sacred Flame,silver
Warrior,Protection,15,421.66503846154,22.39,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,421.66503846154,22.39,Priory of the Sacred Flame,silver
Shaman,Restoration,15,421.66503846154,22.39,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,421.66503846154,22.39,Priory of the Sacred Flame,silver
Warrior,Protection,15,421.47753846154,22.55,Priory of the Sacred Flame,silver
Druid,Restoration,15,421.47753846154,22.55,Priory of the Sacred Flame,silver
Warlock,Demonology,15,421.47753846154,22.55,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.47753846154,22.55,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,421.47753846154,22.55,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.46296153846,22.57,Priory of the Sacred Flame,silver
Paladin,Protection,15,421.46296153846,22.57,Priory of the Sacred Flame,silver
Druid,Restoration,15,421.46296153846,22.57,Priory of the Sacred Flame,silver
Paladin,Retribution,15,421.46296153846,22.57,Priory of the Sacred Flame,silver
Warrior,Fury,15,421.46296153846,22.57,Priory of the Sacred Flame,silver
Hunter,BeastMastery,15,421.41807692308,22.6,Priory of the Sacred Flame,silver
Druid,Restoration,15,421.41807692308,22.6,Priory of the Sacred Flame,silver
Paladin,Protection,15,421.41807692308,22.6,Priory of the Sacred Flame,silver
Warrior,Fury,15,421.41807692308,22.6,Priory of the Sacred Flame,silver
Shaman,Elemental,15,421.41807692308,22.6,Priory of the Sacred Flame,silver
DeathKnight,Frost,15,421.41230769231,22.61,Priory of the Sacred Flame,silver
Druid,Restoration,8,290.0,17.47,Eco-Dome Al'dani,gold
DemonHunter,Vengeance,8,290.0,17.47,Eco-Dome Al'dani,gold
Hunter,BeastMastery,8,290.0,17.47,Eco-Dome Al'dani,gold
Warrior,Fury,8,290.0,17.47,Eco-Dome Al'dani,gold
Paladin,Retribution,8,290.0,17.47,Eco-Dome Al'dani,gold
DeathKnight,Frost,8,290.0,16.67,Eco-Dome Al'dani,gold
Paladin,Protection,8,290.0,16.67,Eco-Dome Al'dani,gold
Hunter,Survival,8,290.0,16.67,Eco-Dome Al'dani,gold
Hunter,BeastMastery,8,290.0,16.67,Eco-Dome Al'dani,gold
Shaman,Restoration,8,290.0,16.67,Eco-Dome Al'dani,gold
DemonHunter,Vengeance,8,290.0,14.25,Eco-Dome Al'dani,gold
Hunter,Survival,8,290.0,14.25,Eco-Dome Al'dani,gold
DeathKnight,Unholy,8,290.0,14.25,Eco-Dome Al'dani,gold
Druid,Restoration,8,290.0,14.25,Eco-Dome Al'dani,gold
Evoker,Preservation,8,290.0,17.1,Eco-Dome Al'dani,gold
Druid,Guardian,8,290.0,17.1,Eco-Dome Al'dani,gold
Warlock,Destruction,8,290.0,17.1,Eco-Dome Al'dani,gold
Paladin,Retribution,8,290.0,17.1,Eco-Dome Al'dani,gold
Mage,Arcane,8,290.0,17.1,Eco-Dome Al'dani,gold
Shaman,Enhancement,8,290.0,18.55,Eco-Dome Al'dani,gold
DeathKnight,Frost,8,290.0,18.55,Eco-Dome Al'dani,gold
Shaman,Elemental,8,290.0,18.55,Eco-Dome Al'dani,gold
Shaman,Restoration,8,290.0,18.55,Eco-Dome Al'dani,gold
Warrior,Protection,8,290.0,18.55,Eco-Dome Al'dani,gold
Paladin,Holy,8,290.0,18.16,Eco-Dome Al'dani,gold
Warrior,Fury,8,290.0,18.16,Eco-Dome Al'dani,gold
Warrior,Protection,8,290.0,18.16,Eco-Dome Al'dani,gold
DeathKnight,Frost,8,290.0,18.16,Eco-Dome Al'dani,gold
Mage,Frost,8,290.0,18.16,Eco-Dome Al'dani,gold
Paladin,Retribution,8,290.0,18.41,Eco-Dome Al'dani,gold
Paladin,Holy,8,290.0,18.41,Eco-Dome Al'dani,gold
Warlock,Demonology,8,290.0,18.41,Eco-Dome Al'dani,gold
Mage,Frost,8,290.0,18.41,Eco-Dome Al'dani,gold
DeathKnight,Blood,8,290.0,18.41,Eco-Dome Al'dani,gold
Paladin,Retribution,8,290.0,18.35,Eco-Dome Al'dani,gold
Warrior,Fury,8,290.0,18.35,Eco-Dome Al'dani,gold
Warrior,Protection,8,290.0,18.35,Eco-Dome Al'dani,gold
Shaman,Restoration,8,290.0,18.35,Eco-Dome Al'dani,gold
Warlock,Demonology,8,290.0,18.35,Eco-Dome Al'dani,gold
DemonHunter,Vengeance,8,290.0,16.34,Eco-Dome Al'dani,gold
Shaman,Restoration,8,290.0,16.34,Eco-Dome Al'dani,gold
Hunter,BeastMastery,8,290.0,16.34,Eco-Dome Al'dani,gold
Hunter,BeastMastery,8,290.0,16.34,Eco-Dome Al'dani,gold
Hunter,BeastMastery,8,290.0,14.07,Eco-Dome Al'dani,gold
DemonHunter,Havoc,8,290.0,14.07,Eco-Dome Al'dani,gold
Druid,Restoration,8,290.0,14.07,Eco-Dome Al'dani,gold
DemonHunter,Vengeance,8,290.0,14.07,Eco-Dome Al'dani,gold
Shaman,Restoration,8,290.0,18.18,Eco-Dome Al'dani,gold
Druid,Balance,8,290.0,18.18,Eco-Dome Al'dani,gold
DemonHunter,Havoc,8,290.0,18.18,Eco-Dome Al'dani,gold
Monk,Brewmaster,8,290.0,18.18,Eco-Dome Al'dani,gold
Evoker,Devastation,8,290.0,15.99,Eco-Dome Al'dani,gold
Warrior,Fury,8,290.0,15.99,Eco-Dome Al'dani,gold
DemonHunter,Havoc,8,290.0,15.99,Eco-Dome Al'dani,gold
Shaman,Restoration,8,290.0,15.99,Eco-Dome Al'dani,gold
Druid,Guardian,8,290.0,15.99,Eco-Dome Al'dani,gold
Mage,Frost,8,290.0,15.45,Eco-Dome Al'dani,gold
DeathKnight,Frost,8,290.0,15.45,Eco-Dome Al'dani,gold
Evoker,Preservation,8,290.0,15.45,Eco-Dome Al'dani,gold
Monk,Mistweaver,8,290.0,14.99,Eco-Dome Al'dani,gold
Paladin,Retribution,8,290.0,14.99,Eco-Dome Al'dani,gold
Warrior,Protection,8,290.0,14.99,Eco-Dome Al'dani,gold
Warrior,Fury,8,290.0,14.99,Eco-Dome Al'dani,gold
Paladin,Retribution,8,290.0,14.99,Eco-Dome Al'dani,gold
DemonHunter,Havoc,8,290.0,18.5,Eco-Dome Al'dani,gold
Paladin,Protection,8,290.0,18.5,Eco-Dome Al'dani,gold
Shaman,Elemental,8,290.0,18.5,Eco-Dome Al'dani,gold
Monk,Mistweaver,8,290.0,18.5,Eco-Dome Al'dani,gold
Rogue,Assassination,8,290.0,18.5,Eco-Dome Al'dani,gold
DeathKnight,Frost,8,290.0,17.77,Eco-Dome Al'dani,gold
Paladin,Protection,8,290.0,17.77,Eco-Dome Al'dani,gold
Hunter,BeastMastery,8,290.0,17.77,Eco-Dome Al'dani,gold
Priest,Discipline,8,290.0,17.77,Eco-Dome Al'dani,gold
Paladin,Retribution,8,290.0,17.77,Eco-Dome Al'dani,gold
Paladin,Holy,8,290.0,18.3,Eco-Dome Al'dani,gold
DeathKnight,Frost,8,290.0,18.3,Eco-Dome Al'dani,gold
Druid,Balance,8,290.0,18.3,Eco-Dome Al'dani,gold
Hunter,BeastMastery,8,290.0,18.3,Eco-Dome Al'dani,gold
Warrior,Protection,8,290.0,17.46,Eco-Dome Al'dani,gold
Warlock,Demonology,8,290.0,17.46,Eco-Dome Al'dani,gold
Druid,Balance,8,290.0,17.46,Eco-Dome Al'dani,gold
Paladin,Retribution,8,290.0,17.46,Eco-Dome Al'dani,gold
Druid,Restoration,8,290.0,17.46,Eco-Dome Al'dani,gold
Shaman,Restoration,8,290.0,17.86,Eco-Dome Al'dani,gold
Druid,Guardian,8,290.0,17.86,Eco-Dome Al'dani,gold
DemonHunter,Havoc,8,290.0,17.86,Eco-Dome Al'dani,gold
Warlock,Demonology,8,290.0,17.86,Eco-Dome Al'dani,gold
Priest,Shadow,8,290.0,17.86,Eco-Dome Al'dani,gold
Shaman,Enhancement,8,290.0,17.42,Eco-Dome Al'dani,gold
Mage,Frost,8,290.0,17.42,Eco-Dome Al'dani,gold
Priest,Discipline,8,290.0,17.42,Eco-Dome Al'dani,gold
Warrior,Protection,8,290.0,17.42,Eco-Dome Al'dani,gold
Mage,Frost,8,290.0,18.3,Eco-Dome Al'dani,gold
Druid,Restoration,8,290.0,18.3,Eco-Dome Al'dani,gold
DemonHunter,Vengeance,8,290.0,18.3,Eco-Dome Al'dani,gold
Hunter,BeastMastery,8,290.0,18.3,Eco-Dome Al'dani,gold
Warrior,Protection,8,290.0,17.24,Eco-Dome Al'dani,gold
Priest,Shadow,8,290.0,17.24,Eco-Dome Al'dani,gold
Paladin,Holy,8,290.0,17.24,Eco-Dome Al'dani,gold
Paladin,Retribution,8,290.0,17.24,Eco-Dome Al'dani,gold
Warlock,Demonology,9,305.0,18.18,Eco-Dome Al'dani,gold
Hunter,Survival,9,305.0,18.18,Eco-Dome Al'dani,gold
Paladin,Retribution,9,305.0,18.18,Eco-Dome Al'dani,gold
Priest,Discipline,9,305.0,18.18,Eco-Dome Al'dani,gold
Warrior,Protection,9,305.0,18.18,Eco-Dome Al'dani,gold
Shaman,Elemental,9,305.0,17.82,Eco-Dome Al'dani,gold
Priest,Discipline,9,305.0,17.82,Eco-Dome Al'dani,gold
Hunter,BeastMastery,9,305.0,17.82,Eco-Dome Al'dani,gold
Warrior,Protection,9,305.0,17.82,Eco-Dome Al'dani,gold
DeathKnight,Frost,9,305.0,17.82,Eco-Dome Al'dani,gold
Priest,Discipline,9,305.0,17.49,Eco-Dome Al'dani,gold
DemonHunter,Havoc,9,305.0,17.49,Eco-Dome Al'dani,gold
Shaman,Elemental,9,305.0,17.49,Eco-Dome Al'dani,gold
Paladin,Protection,9,305.0,17.49,Eco-Dome Al'dani,gold
Mage,Arcane,9,305.0,17.49,Eco-Dome Al'dani,gold
Rogue,Outlaw,9,305.0,15.05,Eco-Dome Al'dani,gold
Paladin,Holy,9,305.0,15.05,Eco-Dome Al'dani,gold
Warrior,Protection,9,305.0,15.05,Eco-Dome Al'dani,gold
Mage,Frost,9,305.0,15.05,Eco-Dome Al'dani,gold
Rogue,Assassination,9,305.0,15.05,Eco-Dome Al'dani,gold
Shaman,Restoration,9,305.0,15.02,Eco-Dome Al'dani,gold
Warrior,Fury,9,305.0,15.02,Eco-Dome Al'dani,gold
Hunter,BeastMastery,9,305.0,15.02,Eco-Dome Al'dani,gold
Warrior,Protection,9,305.0,15.02,Eco-Dome Al'dani,gold
Paladin,Retribution,9,305.0,15.02,Eco-Dome Al'dani,gold
Druid,Guardian,9,305.0,18.5,Eco-Dome Al'dani,gold
Shaman,Elemental,9,305.0,18.5,Eco-Dome Al'dani,gold
DemonHunter,Havoc,9,305.0,18.5,Eco-Dome Al'dani,gold
Paladin,Retribution,9,305.0,18.5,Eco-Dome Al'dani,gold
Druid,Restoration,9,305.0,18.5,Eco-Dome Al'dani,gold
Paladin,Protection,9,305.0,18.06,Eco-Dome Al'dani,gold
Mage,Frost,9,305.0,18.06,Eco-Dome Al'dani,gold
Warrior,Fury,9,305.0,18.06,Eco-Dome Al'dani,gold
Mage,Fire,9,305.0,18.06,Eco-Dome Al'dani,gold
Shaman,Restoration,9,305.0,18.06,Eco-Dome Al'dani,gold
Warlock,Demonology,9,305.0,18.05,Eco-Dome Al'dani,gold
Shaman,Elemental,9,305.0,18.05,Eco-Dome Al'dani,gold
Priest,Discipline,9,305.0,18.05,Eco-Dome Al'dani,gold
DemonHunter,Vengeance,9,305.0,18.05,Eco-Dome Al'dani,gold
Monk,Windwalker,9,305.0,18.05,Eco-Dome Al'dani,gold
Paladin,Retribution,9,305.0,17.55,Eco-Dome Al'dani,gold
DeathKnight,Frost,9,305.0,17.55,Eco-Dome Al'dani,gold
DemonHunter,Havoc,9,305.0,17.55,Eco-Dome Al'dani,gold
Monk,Windwalker,9,305.0,17.2,Eco-Dome Al'dani,gold
Druid,Restoration,9,305.0,17.2,Eco-Dome Al'dani,gold
Mage,Arcane,9,305.0,17.2,Eco-Dome Al'dani,gold
Warrior,Protection,9,305.0,17.2,Eco-Dome Al'dani,gold
Warrior,Fury,9,305.0,17.2,Eco-Dome Al'dani,gold
Shaman,Restoration,9,305.0,18.39,Eco-Dome Al'dani,gold
Warrior,Fury,9,305.0,18.39,Eco-Dome Al'dani,gold
Hunter,BeastMastery,9,305.0,18.39,Eco-Dome Al'dani,gold
Paladin,Protection,9,305.0,18.39,Eco-Dome Al'dani,gold
Warlock,Demonology,9,305.0,18.39,Eco-Dome Al'dani,gold
Shaman,Restoration,9,305.0,18.39,Eco-Dome Al'dani,gold
DeathKnight,Unholy,9,305.0,18.39,Eco-Dome Al'dani,gold
Hunter,Marksmanship,9,305.0,18.39,Eco-Dome Al'dani,gold
DeathKnight,Blood,9,305.0,18.39,Eco-Dome Al'dani,gold
Mage,Arcane,9,305.0,18.39,Eco-Dome Al'dani,gold
Druid,Restoration,9,305.0,18.6,Eco-Dome Al'dani,gold
Paladin,Protection,9,305.0,18.6,Eco-Dome Al'dani,gold
Shaman,Enhancement,9,305.0,18.6,Eco-Dome Al'dani,gold
Warrior,Fury,9,305.0,18.6,Eco-Dome Al'dani,gold
Hunter,Marksmanship,9,305.0,18.6,Eco-Dome Al'dani,gold
DemonHunter,Havoc,9,305.0,17.29,Eco-Dome Al'dani,gold
Paladin,Retribution,9,305.0,17.29,Eco-Dome Al'dani,gold
Warlock,Destruction,9,305.0,17.29,Eco-Dome Al'dani,gold
Druid,Restoration,9,305.0,17.29,Eco-Dome Al'dani,gold
Warrior,Fury,9,305.0,18.33,Eco-Dome Al'dani,gold
Hunter,BeastMastery,9,305.0,18.33,Eco-Dome Al'dani,gold
Paladin,Holy,9,305.0,18.33,Eco-Dome Al'dani,gold
DeathKnight,Frost,9,305.0,18.33,Eco-Dome Al'dani,gold
Warrior,Protection,9,305.0,18.33,Eco-Dome Al'dani,gold
Priest,Discipline,9,305.0,17.49,Eco-Dome Al'dani,gold
Paladin,Retribution,9,305.0,17.49,Eco-Dome Al'dani,gold
Warrior,Protection,9,305.0,17.49,Eco-Dome Al'dani,gold
Warrior,Fury,9,305.0,17.49,Eco-Dome Al'dani,gold
Mage,Arcane,9,305.0,17.49,Eco-Dome Al'dani,gold
Paladin,Retribution,9,305.0,18.04,Eco-Dome Al'dani,gold
Paladin,Retribution,9,305.0,18.04,Eco-Dome Al'dani,gold
Evoker,Preservation,9,305.0,18.04,Eco-Dome Al'dani,gold
Paladin,Protection,9,305.0,18.04,Eco-Dome Al'dani,gold
DemonHunter,Havoc,9,305.0,18.04,Eco-Dome Al'dani,gold
Hunter,Survival,9,305.0,17.44,Eco-Dome Al'dani,gold
Shaman,Restoration,9,305.0,17.44,Eco-Dome Al'dani,gold
Hunter,BeastMastery,9,305.0,17.44,Eco-Dome Al'dani,gold
Warrior,Protection,9,305.0,17.44,Eco-Dome Al'dani,gold
DeathKnight,Frost,9,305.0,17.44,Eco-Dome Al'dani,gold
Warrior,Protection,9,305.0,18.51,Eco-Dome Al'dani,gold
DeathKnight,Frost,9,305.0,18.51,Eco-Dome Al'dani,gold
Warlock,Destruction,9,305.0,18.51,Eco-Dome Al'dani,gold
Shaman,Restoration,9,305.0,18.51,Eco-Dome Al'dani,gold
Druid,Balance,9,305.0,18.51,Eco-Dome Al'dani,gold
DemonHunter,Havoc,9,305.0,17.48,Eco-Dome Al'dani,gold
Paladin,Protection,9,305.0,17.48,Eco-Dome Al'dani,gold
Shaman,Enhancement,9,305.0,17.48,Eco-Dome Al'dani,gold
Druid,Feral,9,305.0,17.48,Eco-Dome Al'dani,gold
Priest,Discipline,9,305.0,17.48,Eco-Dome Al'dani,gold
DemonHunter,Havoc,9,305.0,16.14,Eco-Dome Al'dani,gold
Hunter,BeastMastery,9,305.0,16.14,Eco-Dome Al'dani,gold
Paladin,Protection,9,305.0,16.14,Eco-Dome Al'dani,gold
DemonHunter,Havoc,10,335.0,17.98,Eco-Dome Al'dani,gold
Shaman,Elemental,10,335.0,17.98,Eco-Dome Al'dani,gold
Warrior,Protection,10,335.0,17.98,Eco-Dome Al'dani,gold
Evoker,Devastation,10,335.0,17.98,Eco-Dome Al'dani,gold
Paladin,Protection,10,335.0,16.35,Eco-Dome Al'dani,gold
Druid,Restoration,10,335.0,16.35,Eco-Dome Al'dani,gold
Paladin,Retribution,10,335.0,16.35,Eco-Dome Al'dani,gold
Hunter,BeastMastery,10,335.0,16.35,Eco-Dome Al'dani,gold
DemonHunter,Havoc,10,335.0,16.35,Eco-Dome Al'dani,gold
Hunter,BeastMastery,10,335.0,16.81,Eco-Dome Al'dani,gold
Druid,Guardian,10,335.0,18.33,Eco-Dome Al'dani,gold
Shaman,Enhancement,10,335.0,18.33,Eco-Dome Al'dani,gold
Paladin,Retribution,10,335.0,18.33,Eco-Dome Al'dani,gold
Druid,Balance,10,335.0,18.33,Eco-Dome Al'dani,gold
Shaman,Elemental,10,335.0,17.07,Eco-Dome Al'dani,gold
Hunter,BeastMastery,10,335.0,17.86,Eco-Dome Al'dani,gold
Paladin,Protection,10,335.0,17.86,Eco-Dome Al'dani,gold
Mage,Frost,10,335.0,17.86,Eco-Dome Al'dani,gold
Shaman,Restoration,10,335.0,17.86,Eco-Dome Al'dani,gold
Druid,Balance,10,335.0,17.86,Eco-Dome Al'dani,gold
Warrior,Fury,10,335.0,15.44,Eco-Dome Al'dani,gold
Shaman,Elemental,10,335.0,15.44,Eco-Dome Al'dani,gold
DeathKnight,Frost,10,335.0,15.44,Eco-Dome Al'dani,gold
DeathKnight,Frost,10,335.0,17.77,Eco-Dome Al'dani,gold
Hunter,Marksmanship,10,335.0,17.77,Eco-Dome Al'dani,gold
DemonHunter,Vengeance,10,335.0,17.77,Eco-Dome Al'dani,gold
Shaman,Restoration,10,335.0,17.77,Eco-Dome Al'dani,gold
Paladin,Retribution,10,335.0,17.77,Eco-Dome Al'dani,gold
Hunter,Marksmanship,10,335.0,16.37,Eco-Dome Al'dani,gold
Warrior,Protection,10,335.0,16.37,Eco-Dome Al'dani,gold
Warlock,Demonology,10,335.0,16.37,Eco-Dome Al'dani,gold
Mage,Frost,10,335.0,16.37,Eco-Dome Al'dani,gold
Druid,Restoration,10,335.0,16.37,Eco-Dome Al'dani,gold
Paladin,Retribution,10,335.0,18.25,Eco-Dome Al'dani,gold
DemonHunter,Vengeance,10,335.0,18.25,Eco-Dome Al'dani,gold
Hunter,BeastMastery,10,335.0,18.25,Eco-Dome Al'dani,gold
DeathKnight,Frost,10,335.0,18.25,Eco-Dome Al'dani,gold
Druid,Restoration,10,335.0,18.25,Eco-Dome Al'dani,gold
Paladin,Retribution,10,335.0,15.88,Eco-Dome Al'dani,gold
Paladin,Protection,10,335.0,15.88,Eco-Dome Al'dani,gold
Hunter,BeastMastery,10,335.0,15.88,Eco-Dome Al'dani,gold
Warrior,Fury,10,335.0,15.88,Eco-Dome Al'dani,gold
Druid,Restoration,10,335.0,15.88,Eco-Dome Al'dani,gold
Shaman,Elemental,10,335.0,16.64,Eco-Dome Al'dani,gold
Shaman,Restoration,10,335.0,16.64,Eco-Dome Al'dani,gold
Paladin,Retribution,10,335.0,16.64,Eco-Dome Al'dani,gold
Hunter,BeastMastery,10,335.0,16.64,Eco-Dome Al'dani,gold
Warrior,Protection,10,335.0,16.64,Eco-Dome Al'dani,gold
Hunter,BeastMastery,10,335.0,15.61,Eco-Dome Al'dani,gold
Paladin,Retribution,10,335.0,15.61,Eco-Dome Al'dani,gold
Priest,Discipline,10,335.0,15.61,Eco-Dome Al'dani,gold
Shaman,Elemental,10,335.0,15.61,Eco-Dome Al'dani,gold
Druid,Balance,10,335.0,14.73,Eco-Dome Al'dani,gold
DemonHunter,Havoc,10,335.0,17.98,Eco-Dome Al'dani,gold
Hunter,Survival,10,335.0,17.98,Eco-Dome Al'dani,gold
Paladin,Protection,10,335.0,17.98,Eco-Dome Al'dani,gold
Priest,Discipline,10,335.0,17.98,Eco-Dome Al'dani,gold
Shaman,Elemental,10,335.0,17.98,Eco-Dome Al'dani,gold
Shaman,Restoration,10,335.0,14.63,Eco-Dome Al'dani,gold
DemonHunter,Havoc,10,335.0,14.63,Eco-Dome Al'dani,gold
Hunter,BeastMastery,10,335.0,14.63,Eco-Dome Al'dani,gold
Paladin,Retribution,10,335.0,14.63,Eco-Dome Al'dani,gold
Paladin,Protection,10,335.0,15.72,Eco-Dome Al'dani,gold
Monk,Mistweaver,10,335.0,15.72,Eco-Dome Al'dani,gold
Hunter,BeastMastery,10,335.0,15.72,Eco-Dome Al'dani,gold
Paladin,Retribution,10,335.0,15.72,Eco-Dome Al'dani,gold
Rogue,Subtlety,10,335.0,15.72,Eco-Dome Al'dani,gold
Druid,Balance,10,335.0,16.33,Eco-Dome Al'dani,gold
Paladin,Protection,10,335.0,16.33,Eco-Dome Al'dani,gold
Mage,Frost,10,335.0,16.33,Eco-Dome Al'dani,gold
Hunter,Marksmanship,10,335.0,17.81,Eco-Dome Al'dani,gold
Paladin,Retribution,10,335.0,17.81,Eco-Dome Al'dani,gold
DemonHunter,Havoc,10,335.0,17.81,Eco-Dome Al'dani,gold
Druid,Restoration,10,335.0,17.81,Eco-Dome Al'dani,gold
Paladin,Protection,10,335.0,17.81,Eco-Dome Al'dani,gold
Warrior,Protection,10,335.0,17.87,Eco-Dome Al'dani,gold
Shaman,Restoration,10,335.0,17.87,Eco-Dome Al'dani,gold
DemonHunter,Havoc,10,335.0,17.87,Eco-Dome Al'dani,gold
DeathKnight,Frost,10,335.0,17.87,Eco-Dome Al'dani,gold
DemonHunter,Vengeance,10,335.0,14.53,Eco-Dome Al'dani,gold
Mage,Frost,10,335.0,14.53,Eco-Dome Al'dani,gold
Priest,Discipline,10,335.0,14.53,Eco-Dome Al'dani,gold
Hunter,Marksmanship,10,335.0,14.53,Eco-Dome Al'dani,gold
